,name
0,「京城」の行政区域名に関する平壌、台北との比較研究
1,台湾における歴史的建造物・歴史的環境の保全制度とその運用状況に関する研究
2,日本植民初期における台湾の市区改正に関する考察を一台北を事例として一
3,フランチェスコ・ディジョルンョ・マルティーニにおける古代都市計画の受容に関する研究
4,異界的要素からみた江戸のまちの空間的構造に関する研究
5,大名屋敷跡地における土地経営の変遷をー麻布霞町の場合一
6,明治期の公園誕生に関する考察を一江戸、東京における街路との関係を主軸に一
7,宅地開発型耕地整理事業の設計水準の発展過程に関する研究をー名古屋市の場合一
8,戦前名古屋の組合施行土地区画整理事業の展開過程に関する研究
9,首都圏の都心30kmの小都市における都市構造の変化に関する研究をー野田市の市街地形成史における事例から一
10,城下町都市の戦前の街路計画に関する研究
11,川越一番街における町づくりと町並み委員会をー住民による町づくり委員会の可能性と限界一
12,市町村国土利用計画と土地利用基本計画の地域区分に関する研究
13,市街化調整区域等における開発許可制度による開発と樹林地の保全に関する研究を一神奈川・埼玉両県を対象にして一
14,日韓地方都市の市街地拡大化と土地利用規制制度の指定実態の比較分析を一日韓6都市によるケーススタディー
15,八王子市の用途地域の変遷をー安定性からみた一
16,土地利用の規制単位に関する一考察を#NAME?
17,工場の実態から見た建物用途規制別表の分析と評価
18,地方自治体による開発等指導要綱の運用に関する研究
19,指導要綱に基づく都市景観整備施策における指導と応答についてを―市街地整備のための建築のルールの地方的展開に関する研究一
20,建築協定制度による戸建住宅地接道部緑化の可能性に関する研究
21,住宅地における容積率規制が地価の地域間波及に及ぼす影響
22,東京区部都心および周辺地域における商業業務の立地条件を考慮した混在地区の抽出に関する研究
23,幕張新都心における業務機能の移転集結に関する実証的研究
24,現行形態規制の検証と新たな規制手法への展開
25,市街地住区の空間的変化による住区類型と居住者意識の関係についての研究
26,休日の外出活動に対する家族のライフステージの影響
27,低層住宅地における協調型建替え手法に関する考察
28,幹線街路沿道の立体的土地利用実態に関する研究をー東京都目黒通りについて一
29,ニューラルネットワークによるミクロ土地利用モデルの開発
30,世論調査にみる公共施設整備要望と公共施設整備水準
31,まちづくり計画の実施にむけた建替更新計画支援ツールに関する研究
32,電子住宅地図を用いた計画支援システムの開発と地区整備計画への適用
33,袋路状道路の避難通路整備に関する研究を#NAME?
34,スプロール市街地における集散街路の市街地形成効果に関する一分析
35,都市郊外におけるロードサイドショップに関する研究
36,「改善型」再開発の再検討
37,企業都市における企業の都市施設整備に関する研究を一新居浜市を研究対象として一
38,中堅工場の土地利用転換に伴う財政に与える影響の考察をー大阪市東成区工業地域におけるケーススタディー
39,土地区画整理事業地区における市街化過程のミクロ分析をー用途と所有権移転による影響一
40,最適化過程としてみた土地区画整理計画
41,歴史的都心における伝統的共用施設の現代的機能に関する研究をー京都・祇園祭山鉾町の町会所について一
42,大都市における民営火葬場の環境整備の方向性に関する基礎的研究
43,マップ法を用いたドライバーの空間的経路選択特性に関する調査研究
44,道路網サービス水準評価のための旅行時間満足度と混雑度の関連性分析
45,ノード間平均距離を用いた都市内道路網の形態評価
46,道路ネットワークの構成要素と交通量に着目したリンク重要度の評価に関する研究
47,東京の地下鉄網に対する認知構造に関する研究
48,東北地方における国際航空旅客の構造分析と航空需要予測
49,ロータリーの再評価
50,鉄道ターミナルにおけるジョイントディベロプメントに関する基礎的研究
51,障害者の交通動態からみた空港環境整備
52,地方中核都市における軌道系交通機関整備方策の検討
53,第三セクター“甘木鉄道”の需要特性と課題の分析
54,関東地方における通話の都市間交流に関する研究
55,通信技術革新と企業内立地行動の変化に関する研究をー通信の固定費用を考慮して一
56,東京大都市圏における職住割当の最適化に関する実証的研究
57,都市域の流動に関する理論的考察
58,都市内物流の共同化の効果とその促進施策をー福岡天神地区共同集配事業をケーススタディとして一
59,情報システムによる物流の代替・相乗・補完効果の分析
60,都市における港湾物流施設の立地に関する研究をー非集計トビットモデルの有効性について一
61,交通目的連関を考慮した時間帯別発生集中交通量の予測
62,構造変化を考慮した将来交通量の予測をー東京都市圏交通計画を例として一
63,地方都市における高齢者交通の意識分析に関する研究
64,地方都市鉄道活性化のための潜在需要分析
65,観光地の道路整備におけるサービス水準の評価構造に関する基礎分析
66,パネルデータを用いた新交通システムに対する選好意識の時間的変化の分析
67,対数線形モデルによる休日買物行動パネルデータの動的特性分析
68,路上空間の有効利用のための路上駐車政策に関する考察一をー海外とわが国の比較を通して一
69,都心商業地域の駐車場容量に関する基礎的研究
70,私的な短距離交通手段に関する法制度の変遷の研究
71,生活道路網計画の比較研究をー東京都内の場合一
72,非日常的サービスに着目した地方都市活力の変動過程に関する研究
73,説明変数を含んだマルコフチェインモデルによる都心再開発に伴う消費者回遊行動の変化予測
74,大手町地区における歩行者交通量の推計に関する研究
75,不動点アルゴリズムを用いたダイナミカルハフモデルの競争均衡商業床空間分布の計算
76,東京区部における小規模商業地の集積規模変化と縮小要因に関する研究
